Vernier Format 2
wan.txt 8/29/2025 15:39:43
Run 1
Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration	
58.46	0.203	-0.074	0.819	0.203	0.058	-0.320	
58.48	0.198	-0.057	2.060	0.207	-0.054	-0.258	
58.50	0.198	0.045	1.665	0.197	-0.013	2.092	
58.52	0.202	0.045	-0.204	0.204	0.120	0.853	
58.54	0.201	0.005	-0.743	0.208	0.039	-1.124	
58.56	0.202	-0.017	0.132	0.205	-0.001	-0.102	
58.58	0.199	0.015	0.896	0.205	0.052	0.411	
58.60	0.202	0.055	0.162	0.209	0.037	0.155	
58.62	0.203	0.024	-0.673	0.206	0.040	0.447	
58.64	0.203	-0.014	0.221	0.210	0.068	0.079	
58.66	0.200	0.028	1.295	0.210	0.050	-0.503	
58.68	0.204	0.082	0.592	0.211	0.041	-0.768	
58.70	0.206	0.057	-0.447	0.212	0.005	-0.447	
58.72	0.206	0.025	0.012	0.210	0.029	-0.280	
58.74	0.205	0.073	-0.013	0.214	0.020	-0.955	
58.76	0.211	0.040	-0.508	0.213	-0.051	0.172	
58.78	0.206	0.020	0.379	0.209	-0.015	2.864	
58.80	0.211	0.054	1.277	0.210	0.132	2.593	
58.82	0.209	0.084	1.557	0.218	0.135	0.114	
58.84	0.214	0.134	0.815	0.216	0.094	-0.984	
58.86	0.215	0.129	-0.543	0.220	0.103	-2.172	
58.88	0.219	0.108	-1.517	0.222	0.023	-3.231	
58.90	0.221	0.034	-0.909	0.223	-0.105	-0.747	
58.92	0.219	0.047	0.752	0.214	-0.070	3.953	
58.94	0.221	0.113	0.203	0.215	0.172	3.386	
58.96	0.225	0.081	-1.549	0.226	0.182	-2.159	
58.98	0.224	0.038	-2.435	0.227	-0.024	-3.098	
59.00	0.229	-0.067	-0.973	0.221	-0.055	1.017	
59.02	0.219	-0.065	3.108	0.222	0.058	3.560	
59.04	0.221	0.161	2.896	0.223	0.181	1.701	
59.06	0.233	0.105	0.037	0.232	0.172	-2.458	
59.08	0.224	0.073	0.420	0.233	0.034	-4.137	
59.10	0.232	0.171	-0.834	0.233	-0.098	-0.920	
59.12	0.237	0.039	-1.629	0.225	-0.038	3.764	
59.14	0.231	0.010	1.090	0.229	0.171	3.100	
59.16	0.233	0.152	0.735	0.236	0.168	-1.324	
59.18	0.241	0.137	-3.408	0.238	0.056	-3.200	
59.20	0.243	-0.063	-4.034	0.238	-0.049	-1.175	
59.22	0.236	-0.131	0.148	0.232	0.012	0.952	
59.24	0.234	-0.053	4.318	0.239	0.084	-0.876	
59.26	0.232	0.136	4.115	0.239	-0.023	-2.740	
59.28	0.243	0.175	0.596	0.237	-0.098	-1.502	
59.30	0.240	0.125	-1.672	0.234	-0.110	1.042	
59.32	0.247	0.082	-2.679	0.230	-0.023	2.291	
59.34	0.244	-0.004	-2.338	0.234	0.034	1.156	
59.36	0.246	-0.007	-1.778	0.234	-0.006	0.975	
59.38	0.246	-0.092	-0.424	0.231	0.055	1.414	
59.40	0.239	-0.054	2.088	0.237	0.080	0.512	
59.42	0.243	0.044	2.153	0.235	0.088	-0.971	
59.44	0.243	0.053	0.981	0.241	0.065	-3.191	
59.46	0.244	0.095	-0.724	0.241	-0.102	-2.627	
59.48	0.250	0.022	-2.062	0.233	-0.104	0.495	
59.50	0.245	-0.070	0.054	0.234	0.017	-0.258	
59.52	0.242	0.044	1.198	0.239	-0.077	-2.382	
59.54	0.249	0.071	-1.543	0.231	-0.199	0.193	
59.56	0.248	-0.035	-3.523	0.225	-0.071	2.993	
59.58	0.247	-0.138	-2.439	0.230	0.029	1.413	
59.60	0.241	-0.165	0.376	0.231	-0.055	1.052	
59.62	0.239	-0.093	2.015	0.223	0.053	1.308	
59.64	0.238	-0.051	1.986	0.236	0.042	-0.254	
59.66	0.237	-0.018	1.647	0.225	0.008	-0.457	
59.68	0.236	0.028	0.479	0.234	0.064	-2.338	
59.70	0.239	0.038	-1.903	0.233	-0.109	-3.031	
59.72	0.241	-0.088	-2.412	0.225	-0.104	-1.385	
59.74	0.233	-0.142	0.598	0.230	-0.145	-0.302	
59.76	0.231	-0.005	1.359	0.219	-0.166	2.588	
59.78	0.238	-0.035	-0.274	0.218	0.031	2.254	
59.80	0.229	-0.069	-0.063	0.226	-0.011	-0.845	
59.82	0.232	-0.006	-0.949	0.218	-0.105	-0.010	
59.84	0.234	-0.115	-1.199	0.217	0.005	0.266	
59.86	0.225	-0.118	1.072	0.223	-0.046	-1.111	
59.88	0.227	-0.030	1.416	0.215	-0.093	-0.395	
59.90	0.226	-0.009	-0.481	0.217	-0.064	0.367	
59.92	0.227	-0.047	-2.335	0.213	-0.054	0.238	
59.94	0.226	-0.168	-1.022	0.215	-0.053	-0.192	
59.96	0.218	-0.156	3.351	0.211	-0.058	-0.893	
59.98	0.216	0.009	6.198	0.213	-0.078	-2.001	
60.00	0.221	0.160	7.314	0.208	-0.155	-3.022	
							
Vernier Format 2
wan.txt 8/29/2025 15:40:16
Run 15
Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration	
T	P	V	A	P	V	A	
s	m	m/s	m/s^2	m	m/s	m/s^2	

0.00	0.226	0.003	-0.310	0.217	-0.098	2.001	
0.02	0.226	-0.004	-0.272	0.214	-0.059	1.873	
0.04	0.226	-0.011	-0.205	0.214	-0.012	1.398	
0.06	0.225	-0.011	-0.120	0.215	0.008	0.507	
0.08	0.225	-0.011	-0.140	0.215	-0.001	0.047	
0.10	0.225	-0.032	0.443	0.214	-0.004	0.294	
0.12	0.222	0.006	0.982	0.214	0.011	0.595	
0.14	0.226	0.039	0.175	0.215	0.021	0.678	
0.16	0.226	0.008	-0.460	0.214	0.051	0.185	
0.18	0.225	0.001	-0.284	0.218	0.053	-1.290	
0.20	0.225	-0.001	-0.111	0.219	-0.050	-0.936	
0.22	0.225	0.000	-0.061	0.211	0.019	-0.479	
0.24	0.226	-0.004	-0.020	0.222	-0.003	-2.185	
0.26	0.225	-0.002	0.092	0.216	-0.187	0.872	
0.28	0.225	0.003	0.039	0.205	0.001	4.910	
0.30	0.225	-0.000	-0.103	0.216	0.180	1.851	
0.32	0.225	0.000	-0.292	0.220	0.065	-1.172	
0.34	0.225	-0.005	-0.734	0.215	0.057	-1.337	
0.36	0.226	-0.041	-0.572	0.222	0.024	-1.617	
0.38	0.223	-0.031	-0.079	0.216	0.001	-1.829	
0.40	0.226	-0.063	1.130	0.223	-0.063	-1.419	
0.42	0.218	0.009	2.351	0.213	-0.100	0.892	
0.44	0.225	0.098	0.654	0.216	0.005	1.810	
0.46	0.225	0.034	-1.091	0.216	0.010	1.010	
0.48	0.226	0.010	-1.009	0.216	0.032	0.516	
0.50	0.225	-0.004	-0.819	0.218	0.022	0.397	
0.52	0.226	-0.019	-0.651	0.217	0.047	0.411	
0.54	0.224	-0.028	-0.586	0.220	0.042	0.143	
0.56	0.225	-0.051	-0.112	0.217	0.061	-0.346	
0.58	0.222	-0.042	0.817	0.224	0.038	-1.065	
0.60	0.223	-0.006	1.172	0.220	-0.038	0.485	
0.62	0.222	0.010	1.120	0.218	0.064	1.583	
0.64	0.222	0.051	0.320	0.224	0.103	-0.548	
0.66	0.225	0.042	-1.296	0.225	0.028	-2.210	
0.68	0.225	-0.011	-2.245	0.225	-0.035	-1.781	
0.70	0.225	-0.091	-1.128	0.222	-0.033	-1.288	
0.72	0.219	-0.074	0.941	0.225	-0.090	-0.478	
0.74	0.222	-0.025	1.765	0.217	-0.096	1.997	
0.76	0.219	0.010	1.571	0.218	0.039	2.314	
0.78	0.221	0.061	0.152	0.222	0.027	1.136	
0.80	0.223	0.039	-1.896	0.218	0.064	0.445	
0.82	0.226	-0.079	-1.067	0.225	0.069	-1.188	
0.84	0.216	-0.063	2.237	0.223	0.007	-2.071	
0.86	0.220	0.085	2.348	0.226	-0.059	-1.037	
0.88	0.223	0.085	-0.125	0.218	-0.046	0.533	
0.90	0.224	0.059	-1.885	0.223	0.020	-0.166	
0.92	0.226	-0.011	-2.332	0.223	-0.063	-0.549	
0.94	0.224	-0.089	-0.109	0.218	-0.054	1.048	
0.96	0.220	-0.033	2.632	0.219	0.026	0.863	
0.98	0.221	0.095	1.793	0.222	-0.001	-0.111	
1.00	0.227	0.095	-1.496	0.218	-0.029	0.814	
1.02	0.227	-0.019	-2.578	0.218	0.064	0.576	
1.04	0.224	-0.081	-0.321	0.225	-0.001	-0.013	
1.06	0.221	0.005	0.870	0.215	0.029	0.668	
1.08	0.228	-0.030	1.138	0.225	0.103	-1.661	
1.10	0.217	0.027	1.964	0.226	-0.088	-1.830	
1.12	0.228	0.120	-0.209	0.215	-0.028	0.538	
1.14	0.227	-0.006	-1.293	0.226	0.001	0.417	
1.16	0.224	0.012	-0.086	0.218	-0.059	1.988	
1.18	0.228	0.026	-0.183	0.218	0.099	2.320	
1.20	0.226	0.016	-0.635	0.225	0.118	-0.758	
1.22	0.228	-0.009	-0.768	0.225	0.023	-1.962	
1.24	0.226	-0.037	0.051	0.224	-0.011	-0.957	
1.26	0.226	-0.008	0.847	0.224	-0.006	-0.066	
1.28	0.225	0.032	0.092	0.224	0.009	-0.258	
1.30	0.228	0.008	-1.134	0.224	-0.001	-1.196	
1.32	0.226	-0.047	-0.959	0.224	-0.040	-1.819	
1.34	0.226	-0.061	0.368	0.224	-0.118	-0.404	
1.36	0.221	0.016	-0.170	0.218	-0.096	2.435	
1.38	0.229	-0.030	-1.873	0.217	0.052	2.124	
1.40	0.223	-0.153	0.461	0.223	0.063	-1.359	
1.42	0.218	-0.073	5.037	0.223	-0.093	-1.498	
1.44	0.216	0.165	4.482	0.213	-0.023	-0.437	
1.46	0.229	0.217	-1.081	0.224	-0.009	-2.666	
1.48	0.229	0.041	-3.798	0.220	-0.221	-0.870	
1.50	0.227	0.002	-3.548	0.209	-0.172	5.624	
1.52	0.230	-0.048	-4.218	0.205	0.162	5.467	
1.54	0.230	-0.238	-1.502	0.223	0.198	-1.121	
1.56	0.215	-0.221	5.259	0.220	-0.040	-1.784	
1.58	0.212	0.131	5.219	0.213	0.054	0.810	
1.60	0.229	0.133	-1.114	0.223	0.115	-1.007	
1.62	0.223	-0.074	-1.309	0.222	-0.015	-1.923	
1.64	0.218	0.027	1.113	0.218	-0.009	-1.222	
1.66	0.226	0.055	0.612	0.222	-0.008	-2.255	
1.68	0.223	0.021	0.934	0.221	-0.130	-1.559	
1.70	0.223	0.108	0.192	0.215	-0.154	2.413	
1.72	0.229	0.085	-2.637	0.211	0.003	4.538	
1.74	0.229	-0.048	-3.120	0.215	0.145	1.399	
1.76	0.226	-0.107	-0.510	0.222	0.074	-2.653	
1.78	0.223	-0.061	1.986	0.219	-0.045	-2.982	
1.80	0.223	0.010	2.625	0.218	-0.090	-0.819	
1.82	0.223	0.090	1.019	0.214	-0.077	1.652	
1.84	0.229	0.057	-0.955	0.214	-0.004	2.925	
1.86	0.226	-0.007	-0.477	0.214	0.082	1.838	
1.88	0.226	0.039	-0.003	0.218	0.110	-1.074	
1.90	0.228	0.037	-1.169	0.221	0.030	-3.242	
1.92	0.229	-0.015	-1.988	0.221	-0.114	-1.404	
1.94	0.228	-0.097	-0.521	0.211	-0.049	1.391	
1.96	0.222	-0.034	1.011	0.218	0.071	-0.922	
1.98	0.228	-0.015	0.795	0.221	-0.100	-2.683	
2.00	0.221	-0.007	0.590	0.211	-0.156	0.448	
2.02	0.228	0.004	0.358	0.211	-0.050	2.643	
2.04	0.222	0.012	-0.121	0.211	-0.004	2.866	
2.06	0.228	0.017	-1.272	0.211	0.043	3.258	
2.08	0.224	-0.041	-2.017	0.210	0.175	1.200	
2.10	0.227	-0.114	-0.402	0.221	0.139	-2.757	
2.12	0.217	-0.093	2.725	0.218	0.010	-3.936	
2.14	0.221	0.042	3.557	0.221	-0.094	-1.612	
2.16	0.220	0.116	1.249	0.211	-0.086	2.091	
2.18	0.227	0.106	-1.778	0.214	0.094	1.393	
2.20	0.227	-0.022	-1.890	0.222	0.012	-1.239	
2.22	0.223	-0.005	-0.179	0.214	-0.058	0.080	
2.24	0.227	0.009	0.013	0.215	0.015	1.398	
2.26	0.224	0.009	-0.522	0.215	0.073	-0.132	
2.28	0.227	0.007	-1.801	0.221	0.010	-1.696	
2.30	0.227	-0.100	-1.572	0.216	-0.069	-0.220	
2.32	0.220	-0.102	0.482	0.215	-0.003	1.565	
2.34	0.220	0.005	-0.765	0.216	0.057	0.660	
2.36	0.227	-0.129	-2.004	0.220	0.021	-0.343	
2.38	0.213	-0.180	1.033	0.216	0.031	-0.690	
2.40	0.215	-0.064	3.293	0.223	-0.030	0.066	
2.42	0.212	0.005	3.232	0.212	-0.002	1.957	
2.44	0.216	0.054	2.867	0.220	0.140	-0.108	
2.46	0.212	0.163	0.513	0.224	0.046	-4.103	
2.48	0.226	0.109	-2.966	0.224	-0.146	-2.811	
2.50	0.219	-0.053	-2.068	0.213	-0.135	1.809	
2.52	0.219	-0.013	0.745	0.217	-0.015	4.121	
2.54	0.219	0.019	1.789	0.213	0.071	4.039	
2.56	0.219	0.101	0.785	0.218	0.194	1.322	
2.58	0.225	0.072	-1.306	0.225	0.142	-2.215	
2.60	0.223	-0.004	-1.110	0.225	0.042	-2.971	
2.62	0.223	0.007	0.113	0.225	0.001	-2.462	
2.64	0.223	0.020	0.584	0.225	-0.031	-2.463	
2.66	0.224	0.049	0.047	0.225	-0.122	-1.292	
2.68	0.226	0.038	-1.382	0.218	-0.126	1.520	
2.70	0.226	-0.015	-2.291	0.218	-0.026	2.766	
2.72	0.226	-0.070	-2.038	0.218	0.021	2.228	
2.74	0.224	-0.143	0.242	0.219	0.075	0.799	
2.76	0.217	-0.076	2.908	0.222	0.065	-1.034	
2.78	0.219	0.079	1.172	0.223	0.004	-1.429	
2.80	0.226	-0.021	-1.102	0.222	-0.030	-0.224	
2.82	0.216	-0.066	0.604	0.219	0.027	-0.123	
2.84	0.219	0.053	0.651	0.226	-0.013	-0.878	
2.86	0.224	-0.020	-0.005	0.219	-0.068	0.719	
2.88	0.217	-0.015	1.831	0.219	0.038	1.350	
2.90	0.220	0.116	1.120	0.223	0.025	0.295	
2.92	0.226	0.047	-0.311	0.219	0.041	-0.465	
2.94	0.220	0.049	0.272	0.226	-0.001	-0.844	
2.96	0.227	0.096	-0.707	0.219	-0.034	0.622	
2.98	0.226	0.028	-1.817	0.222	0.051	0.810	
3.00	0.227	-0.003	-1.693	0.223	0.034	-0.593	
3.02	0.227	-0.058	-0.625	0.223	0.025	-1.873	
3.04	0.223	-0.048	1.300	0.226	-0.071	-1.725	
3.06	0.223	0.035	1.408	0.218	-0.083	0.340	
3.08	0.227	0.031	0.389	0.222	-0.030	1.134	
3.10	0.224	0.029	0.023	0.218	-0.028	1.225	
3.12	0.228	0.043	-0.738	0.218	0.062	-0.552	
3.14	0.227	0.002	-1.492	0.226	-0.050	-2.178	
3.16	0.228	-0.040	-1.278	0.215	-0.114	0.161	
3.18	0.225	-0.040	-1.214	0.218	-0.033	2.112	
3.20	0.228	-0.093	-0.791	0.215	-0.000	2.559	
3.22	0.220	-0.109	1.167	0.215	0.126	0.506	
3.24	0.221	-0.021	2.087	0.226	0.038	-2.205	
3.26	0.221	0.004	1.579	0.218	-0.091	0.196	
3.28	0.221	0.023	1.453	0.214	0.074	1.493	
3.30	0.220	0.097	-0.056	0.224	0.102	-2.183	
3.32	0.228	0.029	-1.629	0.225	-0.110	-1.928	
3.34	0.222	-0.050	0.117	0.214	-0.088	2.718	
3.36	0.222	0.045	1.386	0.217	0.116	2.600	
3.38	0.225	0.081	-0.368	0.224	0.107	-1.390	
3.40	0.228	0.010	-1.340	0.224	-0.023	-2.235	
3.42	0.224	-0.026	-0.085	0.220	-0.045	-0.361	
3.44	0.225	0.013	1.013	0.220	0.015	-0.256	
3.46	0.225	0.050	0.506	0.223	-0.020	-1.489	
3.48	0.228	0.050	-0.919	0.220	-0.099	-0.684	
3.50	0.228	0.004	-1.831	0.217	-0.077	1.252	
3.52	0.228	-0.056	-1.031	0.215	0.025	0.334	
3.54	0.225	-0.065	1.033	0.222	-0.055	-1.006	
3.56	0.224	0.000	2.280	0.212	-0.097	1.051	
3.58	0.225	0.073	1.323	0.215	0.011	2.296	
3.60	0.229	0.075	-0.717	0.216	0.011	2.614	
3.62	0.229	0.014	-1.489	0.212	0.130	1.758	
3.64	0.228	-0.011	-1.014	0.222	0.151	-2.014	
3.66	0.228	-0.018	-0.692	0.222	0.013	-4.038	
3.68	0.228	-0.021	-1.132	0.222	-0.097	-2.265	
3.70	0.228	-0.080	-0.998	0.215	-0.061	-0.580	
3.72	0.223	-0.055	-0.866	0.222	-0.094	0.205	
3.74	0.228	-0.113	-0.497	0.211	-0.101	2.470	
3.76	0.218	-0.139	2.479	0.214	0.043	2.654	
3.78	0.219	0.010	3.929	0.215	0.094	-0.788	
3.80	0.219	0.112	1.177	0.222	-0.015	-2.964	
3.82	0.226	0.103	-3.393	0.214	-0.137	-0.304	
3.84	0.228	-0.132	-3.228	0.211	-0.027	2.505	
3.86	0.215	-0.123	1.514	0.214	0.053	1.408	
3.88	0.221	0.010	3.061	0.215	0.053	-0.952	
3.90	0.218	0.024	3.041	0.217	-0.014	-2.057	
3.92	0.218	0.157	1.282	0.214	-0.090	-0.338	
3.94	0.228	0.117	-2.280	0.211	-0.031	1.734	
3.96	0.224	0.018	-3.485	0.214	0.030	1.513	
3.98	0.228	-0.065	-2.583	0.213	0.032	0.724	
4.00	0.221	-0.113	-0.193	0.213	0.089	-1.209	
4.02	0.221	-0.040	0.908	0.221	-0.029	-2.462	
4.04	0.222	-0.055	0.792	0.211	-0.109	0.276	
4.06	0.218	-0.021	0.848	0.210	0.062	0.227	
4.08	0.221	0.017	-0.494	0.221	-0.055	-1.417	
4.10	0.222	-0.061	-0.817	0.208	-0.154	2.913	
4.12	0.217	-0.091	1.803	0.205	0.146	3.622	
4.14	0.213	0.071	2.129	0.222	0.132	-1.248	
4.16	0.224	0.058	-0.100	0.214	-0.035	-1.041	
4.18	0.217	-0.031	1.233	0.214	0.032	1.460	
4.20	0.217	0.122	1.783	0.215	0.119	0.390	
4.22	0.225	0.150	-1.799	0.222	0.078	-1.980	
4.24	0.228	-0.017	-2.546	0.219	-0.020	-2.092	
4.26	0.221	-0.054	0.791	0.219	-0.041	-0.644	
4.28	0.222	0.082	1.483	0.216	0.006	-0.954	
4.30	0.228	0.091	-1.374	0.223	-0.070	-1.567	
4.32	0.228	-0.023	-2.303	0.213	-0.134	0.930	
4.34	0.225	-0.066	-0.436	0.213	-0.005	2.329	
4.36	0.223	-0.027	1.123	0.216	0.005	1.768	
4.38	0.224	0.032	0.399	0.212	0.047	1.492	
4.40	0.227	-0.017	-0.274	0.217	0.082	0.174	
4.42	0.221	-0.005	0.183	0.216	0.088	-2.191	
4.44	0.228	-0.010	0.677	0.224	-0.039	-2.877	
4.46	0.220	0.018	1.153	0.214	-0.117	0.240	
4.48	0.227	0.086	-0.757	0.214	0.014	1.778	
4.50	0.227	0.001	-3.169	0.218	0.024	0.338	
4.52	0.227	-0.076	-3.783	0.217	-0.035	0.940	
4.54	0.225	-0.201	-1.676	0.211	0.089	0.576	
4.56	0.216	-0.175	2.006	0.225	0.033	-1.320	
4.58	0.217	-0.103	4.644	0.214	-0.081	1.383	
4.60	0.210	0.079	4.156	0.214	0.132	2.193	
4.62	0.224	0.097	1.704	0.225	0.098	-0.790	
4.64	0.214	0.090	1.129	0.218	0.039	-1.457	
4.66	0.224	0.198	-1.515	0.225	0.040	-1.958	
4.68	0.228	0.055	-4.505	0.222	-0.064	-0.991	
4.70	0.228	-0.119	-1.687	0.219	-0.019	0.738	
4.72	0.217	-0.047	2.629	0.222	0.002	0.802	
4.74	0.224	0.116	1.662	0.219	0.022	0.402	
4.76	0.227	0.039	-0.579	0.223	0.030	-0.572	
4.78	0.224	0.025	-0.331	0.222	-0.031	-0.228	
4.80	0.227	0.045	-0.633	0.220	0.006	0.773	
4.82	0.227	0.004	-0.900	0.222	0.036	0.285	
4.84	0.227	-0.007	-0.587	0.222	0.018	-0.303	
4.86	0.227	-0.010	-0.532	0.223	0.010	-0.412	
4.88	0.227	-0.035	-0.127	0.223	0.004	-0.479	
4.90	0.224	-0.029	0.740	0.223	-0.005	-0.587	
4.92	0.225	0.018	0.599	0.223	-0.039	-0.014	
4.94	0.227	0.000	0.121	0.220	-0.006	0.544	
4.96	0.224	0.010	0.135	0.223	0.022	-0.388	
4.98	0.227	0.026	-0.618	0.223	-0.046	-0.289	
5.00	0.227	-0.034	-0.727	0.219	-0.030	1.200	
5.02	0.223	-0.009	-0.437	0.220	0.049	0.618	
5.04	0.227	-0.005	-1.604	0.223	0.057	-2.295	
5.06	0.227	-0.162	0.822	0.227	-0.104	-2.516	
5.08	0.213	-0.008	4.370	0.216	-0.141	1.431	
5.10	0.226	0.168	1.405	0.217	0.015	2.947	
5.12	0.227	0.055	-2.008	0.220	0.043	1.546	
5.14	0.227	-0.016	-1.260	0.219	0.044	0.965	
5.16	0.224	-0.001	0.107	0.220	0.079	0.323	
5.18	0.227	0.032	-0.168	0.223	0.091	-1.468	
5.20	0.227	-0.000	-0.916	0.226	0.000	-2.280	
5.22	0.227	-0.021	-0.923	0.222	-0.051	-0.848	
5.24	0.227	-0.057	0.004	0.222	-0.020	0.115	
5.26	0.223	-0.030	1.290	0.222	-0.020	-0.011	
5.28	0.224	0.037	0.744	0.221	-0.020	-0.162	
5.30	0.227	0.004	-0.211	0.222	-0.040	0.118	
5.32	0.223	0.006	-0.259	0.219	-0.035	1.081	
5.34	0.227	0.018	-1.016	0.218	0.051	0.183	
5.36	0.227	-0.076	-0.110	0.225	-0.013	-1.353	
5.38	0.220	-0.002	1.357	0.217	-0.082	0.132	
5.40	0.227	0.064	-0.615	0.217	0.039	-0.025	
5.42	0.227	-0.067	-1.198	0.224	-0.032	-1.996	
5.44	0.220	-0.023	-0.312	0.217	-0.158	0.707	
5.46	0.227	-0.004	-2.085	0.211	0.014	2.634	
5.48	0.224	-0.154	-1.641	0.221	0.033	1.038	
5.50	0.217	-0.141	1.681	0.212	0.035	0.086	
5.52	0.216	-0.033	2.976	0.223	0.017	-0.277	
5.54	0.217	0.014	2.664	0.213	-0.004	0.607	
5.56	0.217	0.040	3.119	0.220	0.101	-0.814	
5.58	0.216	0.169	2.007	0.223	-0.035	-2.182	
5.60	0.227	0.187	-1.779	0.216	-0.077	0.225	
5.62	0.227	0.054	-3.672	0.217	0.010	1.293	
5.64	0.227	-0.032	-2.361	0.219	0.008	0.945	
5.66	0.224	-0.025	-1.251	0.216	0.029	0.948	
5.68	0.228	-0.061	-0.986	0.219	0.076	-0.383	
5.70	0.221	-0.078	-0.172	0.222	0.015	-1.648	
5.72	0.224	-0.050	-0.017	0.220	-0.028	-1.316	
5.74	0.221	-0.114	1.193	0.220	-0.037	-0.701	
5.76	0.214	0.018	1.295	0.218	-0.044	-0.330	
5.78	0.224	0.050	-2.752	0.219	-0.087	1.191	
5.80	0.224	-0.202	-1.956	0.211	0.028	1.405	
5.82	0.209	-0.175	4.626	0.222	0.061	-2.070	
5.84	0.210	0.128	5.331	0.218	-0.115	-2.698	
5.86	0.221	0.173	0.293	0.214	-0.144	0.862	
5.88	0.222	0.010	-0.209	0.210	-0.080	4.326	
5.90	0.214	0.120	1.251	0.208	0.136	3.161	
5.92	0.228	0.183	-1.718	0.222	0.111	-1.127	
5.94	0.228	-0.007	-2.380	0.214	-0.024	-0.880	
5.96	0.222	0.014	-0.204	0.215	0.078	-0.409	
5.98	0.227	0.068	-1.259	0.221	0.012	-1.709	
6.00	0.228	-0.026	-2.523	0.215	-0.037	-1.054	
6.02	0.226	-0.076	-1.960	0.219	-0.037	-0.074	
6.04	0.226	-0.160	1.056	0.214	-0.050	1.311	
6.06	0.214	-0.011	3.257	0.214	0.045	1.204	
6.08	0.228	0.048	1.867	0.218	0.048	-0.998	
6.10	0.218	0.025	1.635	0.218	-0.036	-1.364	
6.12	0.225	0.142	0.137	0.215	-0.061	0.631	
6.14	0.228	0.040	-1.631	0.214	0.004	1.877	
6.16	0.225	0.025	-1.314	0.215	0.070	0.531	
6.18	0.228	0.026	-2.303	0.218	0.074	-2.755	
6.20	0.229	-0.074	-2.668	0.222	-0.099	-3.107	
6.22	0.225	-0.151	-0.238	0.212	-0.161	1.474	
6.24	0.218	-0.061	1.465	0.211	-0.029	5.269	
6.26	0.225	-0.038	1.048	0.209	0.172	3.533	
6.28	0.219	-0.070	2.211	0.222	0.202	-2.189	
6.30	0.217	0.059	2.625	0.223	-0.029	-3.353	
6.32	0.222	0.134	-0.763	0.215	-0.026	-0.398	
6.34	0.229	-0.020	-2.080	0.220	0.061	-1.221	
6.36	0.218	-0.061	1.186	0.223	-0.057	-2.674	
6.38	0.222	0.091	2.046	0.216	-0.146	-0.265	
6.40	0.226	0.083	0.204	0.213	-0.049	1.538	
6.42	0.225	0.067	-0.616	0.217	-0.023	0.877	
6.44	0.228	0.060	-1.369	0.213	-0.038	0.954	
6.46	0.229	-0.010	-1.032	0.214	0.005	1.362	
6.48	0.226	0.007	-0.280	0.214	0.022	1.581	
6.50	0.229	0.025	-1.469	0.214	0.074	1.457	
6.52	0.229	-0.060	-2.226	0.217	0.096	0.419	
6.54	0.226	-0.095	-1.705	0.218	0.094	-0.910	
6.56	0.225	-0.141	-0.541	0.221	0.083	-2.765	
6.58	0.218	-0.086	-0.069	0.224	-0.052	-2.661	
6.60	0.226	-0.156	1.055	0.218	-0.135	1.790	
6.62	0.210	-0.157	6.163	0.211	0.086	3.258	
6.64	0.210	0.204	5.904	0.225	0.156	-1.827	
6.66	0.225	0.264	-2.220	0.225	-0.086	-2.885	
6.68	0.228	0.005	-5.628	0.216	-0.088	1.395	
6.70	0.222	-0.110	-2.224	0.219	0.044	2.736	
6.72	0.221	-0.102	2.526	0.219	0.112	0.133	
6.74	0.214	0.082	3.394	0.226	0.052	-2.792	
6.76	0.228	0.116	0.283	0.223	-0.085	-1.990	
6.78	0.221	0.024	-0.479	0.219	-0.070	0.840	
6.80	0.225	0.089	-0.822	0.219	0.015	1.150	
6.82	0.228	0.040	-2.769	0.222	-0.002	0.385	
6.84	0.228	-0.081	-2.147	0.218	-0.018	1.208	
6.86	0.221	-0.061	-0.572	0.219	0.068	1.108	
6.88	0.227	-0.091	0.748	0.223	0.072	-1.026	
6.90	0.216	-0.072	3.369	0.223	0.003	-2.147	
6.92	0.221	0.103	2.947	0.222	-0.013	-2.802	
6.94	0.224	0.119	-0.896	0.226	-0.175	-0.528	
6.96	0.227	0.050	-3.968	0.209	-0.073	3.254	
6.98	0.227	-0.081	-4.723	0.222	0.087	1.428	
7.00	0.224	-0.234	-0.895	0.219	-0.016	-0.511	
7.02	0.212	-0.122	3.440	0.219	-0.003	0.176	
7.04	0.220	-0.013	3.848	0.219	-0.010	1.017	
7.06	0.213	0.044	2.988	0.216	0.083	0.289	
7.08	0.220	0.170	-0.817	0.226	0.010	-0.962	
7.10	0.227	-0.016	-3.290	0.216	-0.039	1.090	
7.12	0.216	-0.052	-1.637	0.220	0.115	0.629	
7.14	0.223	-0.056	-0.435	0.226	0.030	-1.603	
7.16	0.215	-0.082	1.524	0.220	-0.003	-1.595	
7.18	0.218	-0.016	3.579	0.226	-0.040	-1.259	
7.20	0.212	0.126	2.651	0.218	-0.085	0.412	
7.22	0.226	0.182	-1.982	0.218	0.039	-0.437	
7.24	0.226	-0.059	-2.291	0.226	-0.081	-1.927	
7.26	0.216	0.007	1.001	0.214	-0.152	1.315	
7.28	0.226	0.087	0.161	0.215	-0.015	3.800	
7.30	0.223	0.025	-1.185	0.215	0.080	2.674	
7.32	0.226	-0.003	-0.995	0.218	0.143	-0.918	
